path_to_goal_length,in_correct_lane,speed,acceleration,angle_in_lane,vehicle_in_front_dist,vehicle_in_front_speed,oncoming_vehicle_dist,goal_type,agent_id,possible_goal,true_goal,true_goal_type,frame_id,initial_frame_id,fraction_observed
87.82065416732881,True,12.6642,1.21506,-0.031862075597056005,100.0,20.0,100.0,u-turn,11,1,0,straight-on,747,747,0.0
49.59635716967123,True,12.6642,1.21506,-0.031862075597056005,100.0,20.0,30.651641598972304,turn-right,11,2,0,straight-on,747,747,0.0
75.35908692514309,True,13.13238,0.31998000000000004,-0.019441558266489967,100.0,20.0,100.0,straight-on,11,0,0,straight-on,756,747,0.1
83.09677420767332,True,13.13238,0.31998000000000004,-0.019441558266489967,100.0,20.0,100.0,u-turn,11,1,0,straight-on,756,747,0.1
44.87247721001575,True,13.13238,0.31998000000000004,-0.019441558266489967,100.0,20.0,25.927761639316824,turn-right,11,2,0,straight-on,756,747,0.1
70.61304171782614,True,12.99371,-0.74347,-0.0133658179606706,100.0,20.0,100.0,straight-on,11,0,0,straight-on,765,747,0.2
78.35072900035638,True,12.99371,-0.74347,-0.0133658179606706,100.0,20.0,100.0,u-turn,11,1,0,straight-on,765,747,0.2
40.126432002698806,True,12.99371,-0.74347,-0.0133658179606706,100.0,20.0,21.181716431999877,turn-right,11,2,0,straight-on,765,747,0.2
66.02198632188635,True,12.58085,-1.13242,-0.08018550071043729,100.0,20.0,100.0,straight-on,11,0,0,straight-on,774,747,0.3
73.75967360441658,True,12.58085,-1.13242,-0.08018550071043729,100.0,20.0,100.0,u-turn,11,1,0,straight-on,774,747,0.3
35.53537660675901,True,12.58085,-1.13242,-0.08018550071043729,100.0,20.0,16.59066103606008,turn-right,11,2,0,straight-on,774,747,0.3
61.57579002383253,True,12.14753,-1.21091,-0.025211582299936364,100.0,20.0,100.0,straight-on,11,0,0,straight-on,783,747,0.4
69.31347730636277,True,12.14753,-1.21091,-0.025211582299936364,100.0,20.0,100.0,u-turn,11,1,0,straight-on,783,747,0.4
31.089180308705192,True,12.14753,-1.21091,-0.025211582299936364,100.0,20.0,12.144464738006267,turn-right,11,2,0,straight-on,783,747,0.4
57.27584242788447,True,11.695,-1.26937,-0.0432555377966386,100.0,20.0,100.0,straight-on,11,0,0,straight-on,792,747,0.5
65.0135297104147,True,11.695,-1.26937,-0.0432555377966386,100.0,20.0,100.0,u-turn,11,1,0,straight-on,792,747,0.5
26.789232712757137,True,11.695,-1.26937,-0.0432555377966386,100.0,20.0,7.844517142058205,turn-right,11,2,0,straight-on,792,747,0.5
53.13934470921082,True,11.2129,-1.1532799999999999,-0.03957143752429504,100.0,20.0,100.0,straight-on,11,0,0,straight-on,801,747,0.6
60.877031991741056,True,11.2129,-1.1532799999999999,-0.03957143752429504,100.0,20.0,100.0,u-turn,11,1,0,straight-on,801,747,0.6
22.65273499408349,True,11.2129,-1.1532799999999999,-0.03957143752429504,100.0,20.0,3.7080194233845623,turn-right,11,2,0,straight-on,801,747,0.6
49.19148064222967,True,10.836030000000001,-0.63759,-0.02743428190557795,100.0,20.0,100.0,straight-on,11,0,0,straight-on,810,747,0.7
56.92916792475991,True,10.836030000000001,-0.63759,-0.02743428190557795,100.0,20.0,100.0,u-turn,11,1,0,straight-on,810,747,0.7
19.067423112181228,True,10.836030000000001,-0.63759,0.5073645585442215,100.0,20.0,-0.23984464359658597,turn-right,11,2,0,straight-on,810,747,0.7
45.32497457804432,True,10.72366,-0.14423,-0.026334522491492596,100.0,20.0,100.0,straight-on,11,0,0,straight-on,819,747,0.8
53.062661860574565,True,10.72366,-0.14423,-0.026334522491492596,100.0,20.0,100.0,u-turn,11,1,0,straight-on,819,747,0.8
41.459856373817324,True,10.74333,0.03653,-0.020586645408093407,100.0,20.0,100.0,straight-on,11,0,0,straight-on,828,747,0.9
49.19754365634757,True,10.74333,0.03653,-0.020586645408093407,100.0,20.0,100.0,u-turn,11,1,0,straight-on,828,747,0.9
37.57697090860717,True,10.7655,0.02885,-0.011989075259729809,100.0,20.0,100.0,straight-on,11,0,0,straight-on,837,747,1.0
45.44270961537965,True,10.7655,0.02885,-0.36796063676758406,100.0,20.0,100.0,u-turn,11,1,0,straight-on,837,747,1.0
79.79294239117958,True,12.765,1.99373,-0.019278949764259146,22.9832092100059,11.64197,100.0,straight-on,12,0,0,straight-on,793,793,0.0
87.53062967370984,True,12.765,1.99373,-0.019278949764259146,22.9832092100059,11.64197,100.0,u-turn,12,1,0,straight-on,793,793,0.0
49.30633267605226,True,12.765,1.99373,-0.019278949764259146,22.9832092100059,11.64197,7.377386391752106,turn-right,12,2,0,straight-on,793,793,0.0
75.5345141927352,True,13.491679999999999,1.36647,-0.007649939307091458,22.392967161367874,11.2129,100.0,straight-on,12,0,0,straight-on,801,793,0.1
83.27220147526543,True,13.491679999999999,1.36647,-0.007649939307091458,22.392967161367874,11.2129,100.0,u-turn,12,1,0,straight-on,801,793,0.1
45.047904477607865,True,13.491679999999999,1.36647,-0.007649939307091458,22.392967161367874,11.2129,3.7080194233845623,turn-right,12,2,0,straight-on,801,793,0.1
71.13219827419236,True,13.75963,0.28193,-0.008648093106306654,21.504173571325637,10.86411,100.0,straight-on,12,0,0,straight-on,809,793,0.2
78.86988555672261,True,13.75963,0.28193,-0.008648093106306654,21.504173571325637,10.86411,100.0,u-turn,12,1,0,straight-on,809,793,0.2
40.64558855906504,True,13.75963,0.28193,-0.008648093106306654,21.504173571325637,10.86411,0.19219377438225616,turn-right,12,2,0,straight-on,809,793,0.2
66.73370997122288,True,13.68865,-0.52891,-0.0007992728133858762,20.54479877239249,10.73247,100.0,straight-on,12,0,0,straight-on,817,793,0.3
74.47139725375311,True,13.68865,-0.52891,-0.0007992728133858762,20.54479877239249,10.73247,100.0,u-turn,12,1,0,straight-on,817,793,0.3
36.24710025609554,True,13.68865,-0.52891,-0.0007992728133858762,100.0,20.0,-3.2465044902636744,turn-right,12,2,0,straight-on,817,793,0.3
62.39001047541631,True,13.402429999999999,-1.04535,-0.0030226879205570434,19.63548342881836,10.73138,100.0,straight-on,12,0,0,straight-on,825,793,0.4
70.12769775794655,True,13.402429999999999,-1.04535,-0.0030226879205570434,19.63548342881836,10.73138,100.0,u-turn,12,1,0,straight-on,825,793,0.4
31.903400760288978,True,13.402429999999999,-1.04535,-0.0030226879205570434,100.0,20.0,12.95868518959005,turn-right,12,2,0,straight-on,825,793,0.4
58.166554139015034,True,12.99199,-1.2450299999999999,-0.015914955064146863,18.85759265523572,10.75779,100.0,straight-on,12,0,0,straight-on,833,793,0.5
65.90424142154527,True,12.99199,-1.2450299999999999,-0.015914955064146863,18.85759265523572,10.75779,100.0,u-turn,12,1,0,straight-on,833,793,0.5
27.679944423887694,True,12.99199,-1.2450299999999999,-0.015914955064146863,100.0,20.0,8.735228853188769,turn-right,12,2,0,straight-on,833,793,0.5
54.0832058469178,True,12.57055,-1.15301,-0.013366540578032549,18.224266227107748,10.76777,100.0,straight-on,12,0,0,straight-on,841,793,0.6
61.82089312944803,True,12.57055,-1.15301,-0.013366540578032549,18.224266227107748,10.76777,100.0,u-turn,12,1,0,straight-on,841,793,0.6
23.596596131790466,True,12.57055,-1.15301,-0.013366540578032549,100.0,20.0,4.651880561091538,turn-right,12,2,0,straight-on,841,793,0.6
50.11781726135724,True,12.22418,-0.9364399999999999,0.002984363495730058,17.70778917687073,10.76723,100.0,straight-on,12,0,0,straight-on,849,793,0.7
57.85550454388748,True,12.22418,-0.9364399999999999,0.002984363495730058,100.0,20.0,100.0,u-turn,12,1,0,straight-on,849,793,0.7
19.931773537573726,True,12.22418,-0.9364399999999999,0.5377832040112438,100.0,20.0,0.6864919755309788,turn-right,12,2,0,straight-on,849,793,0.7
46.253350293283624,True,11.95198,-0.64579,0.006820624644017226,17.290925095254448,10.76978,100.0,straight-on,12,0,0,straight-on,857,793,0.8
53.99103757581387,True,11.95198,-0.64579,0.006820624644017226,100.0,20.0,100.0,u-turn,12,1,0,straight-on,857,793,0.8
16.452411221154662,True,11.95198,-0.64579,0.47763969192917033,100.0,20.0,-3.1779749925426324,turn-right,12,2,0,straight-on,857,793,0.8
42.46155272369011,True,11.79435,-0.31039,0.0059847707513136505,16.948726829366862,10.766910000000001,100.0,straight-on,12,0,0,straight-on,865,793,0.9
50.19924000622036,True,11.79435,-0.31039,0.0059847707513136505,100.0,20.0,100.0,u-turn,12,1,0,straight-on,865,793,0.9
38.702976555769936,True,11.75228,-0.043989999999999994,0.0018600208533610108,16.63327719039456,10.77716,100.0,straight-on,12,0,0,straight-on,873,793,1.0
46.44066383830018,True,11.75228,-0.043989999999999994,0.0018600208533610108,100.0,20.0,100.0,u-turn,12,1,0,straight-on,873,793,1.0
80.67937581391877,True,14.48915,2.30863,0.02483979519507251,100.0,20.0,100.0,straight-on,13,1,1,straight-on,901,901,0.0
63.51116489377953,False,14.48915,2.30863,0.02483979519507251,100.0,20.0,100.0,turn-left,13,2,1,straight-on,901,901,0.0
77.69431150916542,True,15.064860000000001,2.02936,-0.0021170429146013525,100.0,20.0,100.0,straight-on,13,1,1,straight-on,906,901,0.1
60.526100589026186,False,15.064860000000001,2.02936,-0.0021170429146013525,100.0,20.0,100.0,turn-left,13,2,1,straight-on,906,901,0.1
74.59354139910462,True,15.46081,1.32375,0.016488098604623302,100.0,20.0,100.0,straight-on,13,1,1,straight-on,911,901,0.2
57.42533047896539,False,15.46081,1.32375,0.016488098604623302,100.0,20.0,100.0,turn-left,13,2,1,straight-on,911,901,0.2
71.4541318830132,True,15.63224,0.61545,0.02562958822892647,100.0,20.0,100.0,straight-on,13,1,1,straight-on,916,901,0.3
54.28592096287398,False,15.63224,0.61545,0.02562958822892647,100.0,20.0,100.0,turn-left,13,2,1,straight-on,916,901,0.3
68.32141622023904,True,15.66264,0.13790999999999998,0.008228268473790878,100.0,20.0,100.0,straight-on,13,1,1,straight-on,921,901,0.4
51.15320530009982,False,15.66264,0.13790999999999998,0.008228268473790878,100.0,20.0,100.0,turn-left,13,2,1,straight-on,921,901,0.4
65.19888345706515,True,15.63066,-0.11085,0.016675632723767264,100.0,20.0,100.0,straight-on,13,1,1,straight-on,926,901,0.5
48.03067253692592,False,15.63066,-0.11085,0.016675632723767264,100.0,20.0,100.0,turn-left,13,2,1,straight-on,926,901,0.5
62.08190288088235,True,15.57594,-0.20865,0.006913330620664793,100.0,20.0,100.0,straight-on,13,1,1,straight-on,931,901,0.6
44.91369196074314,False,15.57594,-0.20865,0.006913330620664793,100.0,20.0,100.0,turn-left,13,2,1,straight-on,931,901,0.6
58.97524825617187,True,15.51741,-0.20462,-3.7837668722562334e-05,100.0,20.0,100.0,straight-on,13,1,1,straight-on,936,901,0.7
35.54810411293712,False,15.51741,-0.20462,-3.7837668722562334e-05,100.0,20.0,100.0,turn-left,13,2,1,straight-on,936,901,0.7
55.881126365161634,True,15.47224,-0.12734,-0.0023202417485688187,100.0,20.0,100.0,straight-on,13,1,1,straight-on,941,901,0.8
32.453982221926886,False,15.47224,-0.12734,-0.0023202417485688187,100.0,20.0,100.0,turn-left,13,2,1,straight-on,941,901,0.8
52.79313557954837,True,15.45829,-0.026789999999999998,-0.0005753807881339057,100.0,20.0,100.0,straight-on,13,1,1,straight-on,946,901,0.9
29.836016574244276,False,15.45829,-0.026789999999999998,-0.0005753807881339057,100.0,20.0,100.0,turn-left,13,2,1,straight-on,946,901,0.9
49.706867425196585,True,15.471589999999999,0.037610000000000005,-0.02234559199369157,100.0,20.0,100.0,straight-on,13,1,1,straight-on,951,901,1.0
26.74974841989249,False,15.471589999999999,0.037610000000000005,-0.02234559199369157,100.0,20.0,100.0,turn-left,13,2,1,straight-on,951,901,1.0
80.3996517192957,True,12.79984,1.9253,0.018749294223127544,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1220,1220,0.0
63.23144079915648,False,12.79984,1.9253,0.018749294223127544,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1220,1220,0.0
77.20705266621894,True,13.3589,1.56864,-0.009174630810892648,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1226,1220,0.1
60.03884174607972,False,13.3589,1.56864,-0.009174630810892648,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1226,1220,0.1
73.9264204194104,True,13.669889999999999,0.8590899999999999,0.006312130908942448,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1232,1220,0.2
56.75820949927118,False,13.669889999999999,0.8590899999999999,0.006312130908942448,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1232,1220,0.2
70.62485117314513,True,13.7723,0.30765,0.013747212155730493,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1238,1220,0.3
53.4566402530059,False,13.7723,0.30765,0.013747212155730493,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1238,1220,0.3
67.31711334535262,True,13.77009,0.03544,-0.002912362476956476,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1244,1220,0.4
50.14890242521339,False,13.77009,0.03544,-0.002912362476956476,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1244,1220,0.4
64.02910233630024,True,13.749020000000002,-0.02511,0.00081495311789892,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1250,1220,0.5
46.86089141616101,False,13.749020000000002,-0.02511,0.00081495311789892,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1250,1220,0.5
60.73283258727576,True,13.739,-0.01084,-0.015641246549783494,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1256,1220,0.6
37.30568844404101,False,13.739,-0.01084,-0.015641246549783494,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1256,1220,0.6
57.43825215361502,True,13.740379999999998,0.01515,-0.016409724134436754,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1262,1220,0.7
34.01110801038027,False,13.740379999999998,0.01515,-0.016409724134436754,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1262,1220,0.7
54.13619993646715,True,13.74206,0.04525,-0.016560260168132723,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1268,1220,0.8
31.17908093116305,False,13.74206,0.04525,-0.016560260168132723,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1268,1220,0.8
50.84217474804612,True,13.75385,0.12268,-0.013743801386902899,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1274,1220,0.9
27.885055742742026,False,13.75385,0.12268,-0.013743801386902899,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1274,1220,0.9
47.54028457885774,True,13.798570000000002,0.19591,-0.004852647866719573,100.0,20.0,100.0,straight-on,15,1,1,straight-on,1280,1220,1.0
25.36441095178327,False,13.798570000000002,0.19591,-0.02271176207076009,100.0,20.0,100.0,turn-left,15,2,1,straight-on,1280,1220,1.0
79.75612704967097,True,11.9787,1.8880700000000001,-0.02479785539199053,100.0,20.0,100.0,straight-on,16,0,0,straight-on,1649,1649,0.0
87.49381433220123,True,11.9787,1.8880700000000001,-0.02479785539199053,100.0,20.0,100.0,u-turn,16,1,0,straight-on,1649,1649,0.0
49.26951733454364,True,11.9787,1.8880700000000001,-0.02479785539199053,100.0,20.0,30.32480176384471,turn-right,16,2,0,straight-on,1649,1649,0.0
75.75414359846798,True,12.65752,1.34958,-0.009002045878610865,100.0,20.0,100.0,straight-on,16,0,0,straight-on,1657,1649,0.1
83.49183088099822,True,12.65752,1.34958,-0.009002045878610865,100.0,20.0,100.0,u-turn,16,1,0,straight-on,1657,1649,0.1
45.26753388334064,True,12.65752,1.34958,-0.009002045878610865,100.0,20.0,26.322818312641715,turn-right,16,2,0,straight-on,1657,1649,0.1
71.62216106867824,True,12.93575,0.51653,-0.01115805110360002,100.0,20.0,100.0,straight-on,16,0,0,straight-on,1665,1649,0.2
79.35984835120847,True,12.93575,0.51653,-0.01115805110360002,100.0,20.0,100.0,u-turn,16,1,0,straight-on,1665,1649,0.2
41.1355513535509,True,12.93575,0.51653,-0.01115805110360002,100.0,20.0,22.190835782851973,turn-right,16,2,0,straight-on,1665,1649,0.2
67.47418173434465,True,12.97557,0.06279,-0.006793082473778078,100.0,20.0,100.0,straight-on,16,0,0,straight-on,1673,1649,0.3
75.21186901687489,True,12.97557,0.06279,-0.006793082473778078,100.0,20.0,100.0,u-turn,16,1,0,straight-on,1673,1649,0.3
36.98757201921731,True,12.97557,0.06279,-0.006793082473778078,100.0,20.0,18.042856448518382,turn-right,16,2,0,straight-on,1673,1649,0.3
63.330269269586516,True,12.9426,-0.08025,-0.002216171330100547,100.0,20.0,100.0,straight-on,16,0,0,straight-on,1681,1649,0.4
71.06795655211675,True,12.9426,-0.08025,-0.002216171330100547,100.0,20.0,100.0,u-turn,16,1,0,straight-on,1681,1649,0.4
32.84365955445918,True,12.9426,-0.08025,-0.002216171330100547,100.0,20.0,13.898943983760256,turn-right,16,2,0,straight-on,1681,1649,0.4
59.201631309779216,True,12.90667,-0.060160000000000005,-0.008647229510282184,100.0,20.0,100.0,straight-on,16,0,0,straight-on,1689,1649,0.5
66.93931859230945,True,12.90667,-0.060160000000000005,-0.008647229510282184,100.0,20.0,100.0,u-turn,16,1,0,straight-on,1689,1649,0.5
